instance,runtime
8,0.563983
2,0.00399951
12,3.9679
17,50.9222
14,12.5275
6,0.143989
13,6.46371
16,32.0759
10,1.62395
19,129.243
4,0.027999
22,275.084
18,73.0895
21,200.664
3,0.0119932
9,0.995961
11,2.59191
20,146.635
5,0.0679982
7,0.287991
1,0
15,19.9508
