instance,runtime
21,3.19678
16,1.11195
1,0.00708271
14,0.691929
3,0.0182493
20,2.57993
25,6.28417
27,7.71174
26,6.75177
12,0.403975
30,11.1917
17,1.62795
29,10.1029
9,0.179969
23,4.28754
4,0.0279989
2,0.00799956
5,0.0479982
28,8.82359
18,1.72795
13,0.527954
10,0.239983
15,0.871969
24,5.05182
6,0.0679986
19,2.10395
11,0.315971
7,0.0959912
8,0.131996
22,3.75983
