instance,runtime
14,0.739949
24,5.28382
11,0.343986
5,0.0479926
18,1.83188
25,6.16963
16,1.18397
8,0.139996
21,3.97586
9,0.191991
22,3.93279
4,0.0399912
13,0.559974
7,0.0999859
28,9.21962
10,0.255867
30,11.5996
20,2.71986
17,1.49594
19,2.23992
27,8.04527
2,0.0119986
12,0.439985
6,0.067998
23,5.30346
3,0.0190117
15,0.919965
1,0.00799853
26,7.05517
29,10.6996
